auc,f1,recall,precision,chunk,model
0.8896989672019241,0.2806451612903226,0.759825327510917,0.17210682492581603,western,rf
0.891438838612778,0.31657142857142856,0.6048034934497817,0.21439628482972137,western,xgb
0.8928626345165326,0.29806259314456035,0.6550218340611353,0.19292604501607716,western,ensemble
0.8896989672019241,0.2806451612903226,0.759825327510917,0.17210682492581603,central,rf
0.891438838612778,0.31657142857142856,0.6048034934497817,0.21439628482972137,central,xgb
0.8928626345165326,0.29806259314456035,0.6550218340611353,0.19292604501607716,central,ensemble
0.8896989672019241,0.2806451612903226,0.759825327510917,0.17210682492581603,eastern,rf
0.891438838612778,0.31657142857142856,0.6048034934497817,0.21439628482972137,eastern,xgb
0.8928626345165326,0.29806259314456035,0.6550218340611353,0.19292604501607716,eastern,ensemble
